Item;Location;Date;Demand;;;;
8271129;3;2021-06-01;1;;;;
8271129;3;2021-07-01;10;;;;
8271129;3;2021-08-01;18;;;;
8271129;3;2021-09-01;9;;;;
8271129;3;2021-10-01;16;;;;
8271129;3;2021-11-01;7;;;;
8271129;3;2021-12-01;11;;;;
8271129;3;2022-01-01;1;;;;
8271129;3;2022-02-01;2;;;;
8271129;3;2022-03-01;23;;;;
8271129;3;2022-04-01;4;;;;
8271129;3;2022-05-01;28;;;;
8271129;3;2022-06-01;16;;;;
8271129;3;2022-07-01;27;;;;
8271129;3;2022-08-01;11;;;;
8271129;3;2022-09-01;9;;;;
8271129;3;2022-10-01;10;;;;
8271129;3;2022-11-01;6;;;;
8271129;3;2022-12-01;3;;;;
8271129;3;2023-01-01;17;;;;
8271129;3;2023-02-01;8;;;;
8271129;3;2023-03-01;27;;;;
8271129;3;2023-04-01;24;;;;
8271129;3;2023-05-01;12;;;;
8271129;3;2023-06-01;3;;;;
8271129;3;2023-07-01;11;;;;
8271129;3;2023-08-01;22;;;;
8271129;3;2023-09-01;40;;;;
8271129;3;2023-10-01;30;;;;
8271129;3;2023-11-01;9;;;;
8271129;3;2023-12-01;10;;;;
8271129;3;2024-01-01;20;;;;
8271129;3;2024-02-01;13;;;;
8271129;3;2024-03-01;15;;;;
8271129;3;2024-04-01;6;;;;
8271129;3;2024-05-01;9;;;;
8271129;3;2024-06-01;22;;;;
8271129;3;2024-07-01;17;;;;
8271129;3;2024-08-01;15;;;;
8271129;3;2024-09-01;10;;;;
8271129;3;2024-10-01;6;;;;
8271129;3;2024-11-01;9;;;;
8271129;3;2024-12-01;6;;;;
8271129;3;2025-01-01;21;;;;
8271129;3;2025-02-01;9;;;;
8271129;3;2025-03-01;6;;;;
8606896;3;2021-04-01;3;;;;
8606896;3;2021-05-01;1;;;;
8606896;3;2021-06-01;7;;;;
8606896;3;2021-07-01;4;;;;
8606896;3;2021-08-01;4;;;;
8606896;3;2021-09-01;3;;;;
8606896;3;2021-10-01;6;;;;
8606896;3;2021-11-01;4;;;;
8606896;3;2021-12-01;2;;;;
8606896;3;2022-01-01;5;;;;
8606896;3;2022-02-01;4;;;;
8606896;3;2022-03-01;6;;;;
8606896;3;2022-04-01;5;;;;
8606896;3;2022-05-01;10;;;;
8606896;3;2022-06-01;11;;;;
8606896;3;2022-07-01;8;;;;
8606896;3;2022-08-01;10;;;;
8606896;3;2022-09-01;5;;;;
8606896;3;2022-10-01;12;;;;
8606896;3;2022-11-01;12;;;;
8606896;3;2022-12-01;10;;;;
8606896;3;2023-01-01;13;;;;
8606896;3;2023-02-01;10;;;;
8606896;3;2023-03-01;12;;;;
8606896;3;2023-04-01;13;;;;
8606896;3;2023-05-01;9;;;;
8606896;3;2023-06-01;15;;;;
8606896;3;2023-07-01;13;;;;
8606896;3;2023-08-01;8;;;;
8606896;3;2023-09-01;12;;;;
8606896;3;2023-10-01;17;;;;
8606896;3;2023-11-01;8;;;;
8606896;3;2023-12-01;17;;;;
8606896;3;2024-01-01;15;;;;
8606896;3;2024-02-01;11;;;;
8606896;3;2024-03-01;17;;;;
8606896;3;2024-04-01;14;;;;
8606896;3;2024-05-01;8;;;;
8606896;3;2024-06-01;14;;;;
8606896;3;2024-07-01;19;;;;
8606896;3;2024-08-01;26;;;;
8606896;3;2024-09-01;29;;;;
8606896;3;2024-10-01;18;;;;
8606896;3;2024-11-01;24;;;;
8606896;3;2024-12-01;18;;;;
8606896;3;2025-01-01;35;;;;
8606896;3;2025-02-01;27;;;;
8606896;3;2025-03-01;11;;;;
9036438;3;2021-04-01;822;;;;
9036438;3;2021-05-01;900;;;;
9036438;3;2021-06-01;900;;;;
9036438;3;2021-07-01;1523;;;;
9036438;3;2021-08-01;1100;;;;
9036438;3;2021-09-01;600;;;;
9036438;3;2021-10-01;1548;;;;
9036438;3;2021-11-01;750;;;;
9036438;3;2021-12-01;967;;;;
9036438;3;2022-01-01;300;;;;
9036438;3;2022-02-01;921;;;;
9036438;3;2022-03-01;1284;;;;
9036438;3;2022-04-01;849;;;;
9036438;3;2022-05-01;1177;;;;
9036438;3;2022-06-01;975;;;;
9036438;3;2022-07-01;1409;;;;
9036438;3;2022-08-01;1275;;;;
9036438;3;2022-09-01;1864;;;;
9036438;3;2022-10-01;852;;;;
9036438;3;2022-11-01;1133;;;;
9036438;3;2022-12-01;1350;;;;
9036438;3;2023-01-01;1155;;;;
9036438;3;2023-02-01;818;;;;
9036438;3;2023-03-01;1412;;;;
9036438;3;2023-04-01;1225;;;;
9036438;3;2023-05-01;1050;;;;
9036438;3;2023-06-01;1283;;;;
9036438;3;2023-07-01;1669;;;;
9036438;3;2023-08-01;987;;;;
9036438;3;2023-09-01;2594;;;;
9036438;3;2023-10-01;1528;;;;
9036438;3;2023-11-01;1379;;;;
9036438;3;2023-12-01;750;;;;
9036438;3;2024-01-01;881;;;;
9036438;3;2024-02-01;750;;;;
9036438;3;2024-03-01;703;;;;
9036438;3;2024-04-01;600;;;;
9036438;3;2024-05-01;965;;;;
9036438;3;2024-06-01;825;;;;
9036438;3;2024-07-01;625;;;;
9036438;3;2024-08-01;825;;;;
9036438;3;2024-09-01;979;;;;
9036438;3;2024-10-01;1360;;;;
9036438;3;2024-11-01;900;;;;
9036438;3;2024-12-01;1051;;;;
9036438;3;2025-01-01;755;;;;
9036438;3;2025-02-01;600;;;;
9036438;3;2025-03-01;405;;;;
9750079;3;2021-04-01;23;;;;
9750079;3;2021-05-01;91;;;;
9750079;3;2021-06-01;216;;;;
9750079;3;2021-07-01;110;;;;
9750079;3;2021-08-01;126;;;;
9750079;3;2021-09-01;134;;;;
9750079;3;2021-10-01;95;;;;
9750079;3;2021-11-01;92;;;;
9750079;3;2021-12-01;104;;;;
9750079;3;2022-01-01;82;;;;
9750079;3;2022-02-01;132;;;;
9750079;3;2022-03-01;275;;;;
9750079;3;2022-04-01;85;;;;
9750079;3;2022-05-01;65;;;;
9750079;3;2022-06-01;17;;;;
9750079;3;2022-07-01;208;;;;
9750079;3;2022-08-01;164;;;;
9750079;3;2022-09-01;419;;;;
9750079;3;2022-10-01;344;;;;
9750079;3;2022-11-01;503;;;;
9750079;3;2022-12-01;211;;;;
9750079;3;2023-01-01;286;;;;
9750079;3;2023-02-01;261;;;;
9750079;3;2023-03-01;222;;;;
9750079;3;2023-04-01;243;;;;
9750079;3;2023-05-01;4;;;;
9750079;3;2023-06-01;5;;;;
9750079;3;2023-07-01;68;;;;
9750079;3;2023-08-01;566;;;;
9750079;3;2023-09-01;297;;;;
9750079;3;2023-10-01;389;;;;
9750079;3;2023-11-01;536;;;;
9750079;3;2023-12-01;36;;;;
9750079;3;2024-01-01;110;;;;
9750079;3;2024-02-01;227;;;;
9750079;3;2024-03-01;503;;;;
9750079;3;2024-04-01;502;;;;
9750079;3;2024-05-01;292;;;;
9750079;3;2024-06-01;557;;;;
9750079;3;2024-07-01;120;;;;
9750079;3;2024-08-01;293;;;;
9750079;3;2024-09-01;143;;;;
9750079;3;2024-10-01;444;;;;
9750079;3;2024-11-01;34;;;;
9750079;3;2024-12-01;156;;;;
9750079;3;2025-01-01;112;;;;
9750079;3;2025-02-01;119;;;;
9750079;3;2025-03-01;68;;;;
8204334;3;2021-04-01;65;;;;
8204334;3;2021-05-01;21;;;;
8204334;3;2021-06-01;114;;;;
8204334;3;2021-07-01;38;;;;
8204334;3;2021-08-01;93;;;;
8204334;3;2021-09-01;42;;;;
8204334;3;2021-10-01;31;;;;
8204334;3;2021-11-01;34;;;;
8204334;3;2021-12-01;25;;;;
8204334;3;2022-01-01;105;;;;
8204334;3;2022-02-01;137;;;;
8204334;3;2022-03-01;105;;;;
8204334;3;2022-04-01;27;;;;
8204334;3;2022-05-01;66;;;;
8204334;3;2022-06-01;118;;;;
8204334;3;2022-07-01;25;;;;
8204334;3;2022-08-01;196;;;;
8204334;3;2022-09-01;51;;;;
8204334;3;2022-10-01;30;;;;
8204334;3;2022-11-01;71;;;;
8204334;3;2022-12-01;30;;;;
8204334;3;2023-01-01;170;;;;
8204334;3;2023-02-01;38;;;;
8204334;3;2023-03-01;123;;;;
8204334;3;2023-04-01;105;;;;
8204334;3;2023-05-01;135;;;;
8204334;3;2023-06-01;34;;;;
8204334;3;2023-07-01;53;;;;
8204334;3;2023-08-01;24;;;;
8204334;3;2023-09-01;91;;;;
8204334;3;2023-10-01;105;;;;
8204334;3;2023-11-01;37;;;;
8204334;3;2023-12-01;131;;;;
8204334;3;2024-01-01;185;;;;
8204334;3;2024-02-01;86;;;;
8204334;3;2024-03-01;194;;;;
8204334;3;2024-04-01;90;;;;
8204334;3;2024-05-01;104;;;;
8204334;3;2024-06-01;216;;;;
8204334;3;2024-07-01;69;;;;
8204334;3;2024-08-01;112;;;;
8204334;3;2024-09-01;124;;;;
8204334;3;2024-10-01;98;;;;
8204334;3;2024-11-01;84;;;;
8204334;3;2024-12-01;187;;;;
8204334;3;2025-01-01;95;;;;
8204334;3;2025-02-01;117;;;;
8204334;3;2025-03-01;125;;;;
8973992;3;2021-04-01;5960;;;;
8973992;3;2021-05-01;23580;;;;
8973992;3;2021-06-01;5215;;;;
8973992;3;2021-07-01;10430;;;;
8973992;3;2021-08-01;9685;;;;
8973992;3;2021-09-01;20115;;;;
8973992;3;2021-10-01;9685;;;;
8973992;3;2021-11-01;11920;;;;
8973992;3;2021-12-01;20860;;;;
8973992;3;2022-01-01;5215;;;;
8973992;3;2022-02-01;12665;;;;
8973992;3;2022-03-01;14900;;;;
8973992;3;2022-04-01;9685;;;;
8973992;3;2022-05-01;6705;;;;
8973992;3;2022-06-01;10430;;;;
8973992;3;2022-07-01;7450;;;;
8973992;3;2022-08-01;14900;;;;
8973992;3;2022-09-01;16390;;;;
8973992;3;2022-10-01;5960;;;;
8973992;3;2022-11-01;10430;;;;
8973992;3;2022-12-01;13410;;;;
8973992;3;2023-01-01;4470;;;;
8973992;3;2023-02-01;4470;;;;
8973992;3;2023-03-01;10430;;;;
8973992;3;2023-04-01;4470;;;;
8973992;3;2023-05-01;10430;;;;
8973992;3;2023-06-01;10430;;;;
8973992;3;2023-07-01;7780;;;;
8973992;3;2023-08-01;16390;;;;
8973992;3;2023-09-01;8800;;;;
8973992;3;2023-10-01;9270;;;;
8973992;3;2023-11-01;7200;;;;
8973992;3;2023-12-01;6400;;;;
8973992;3;2024-01-01;3200;;;;
8973992;3;2024-02-01;6400;;;;
8973992;3;2024-03-01;6400;;;;
8973992;3;2024-04-01;6800;;;;
8973992;3;2024-05-01;14000;;;;
8973992;3;2024-06-01;8000;;;;
8973992;3;2024-07-01;13600;;;;
8973992;3;2024-08-01;7200;;;;
8973992;3;2024-09-01;12800;;;;
8973992;3;2024-10-01;12000;;;;
8973992;3;2024-11-01;8800;;;;
8973992;3;2024-12-01;4800;;;;
8973992;3;2025-01-01;12000;;;;
8973992;3;2025-02-01;5600;;;;
8973992;3;2025-03-01;6400;;;;
9152850;3;2021-04-01;43;;;;
9152850;3;2021-05-01;129;;;;
9152850;3;2021-06-01;156;;;;
9152850;3;2021-07-01;148;;;;
9152850;3;2021-08-01;195;;;;
9152850;3;2021-09-01;153;;;;
9152850;3;2021-10-01;143;;;;
9152850;3;2021-11-01;98;;;;
9152850;3;2021-12-01;178;;;;
9152850;3;2022-01-01;122;;;;
9152850;3;2022-02-01;150,98;;;;
9152850;3;2022-03-01;192;;;;
9152850;3;2022-04-01;113;;;;
9152850;3;2022-05-01;460;;;;
9152850;3;2022-06-01;242;;;;
9152850;3;2022-07-01;141;;;;
9152850;3;2022-08-01;146;;;;
9152850;3;2022-09-01;168;;;;
9152850;3;2022-10-01;110;;;;
9152850;3;2022-11-01;129;;;;
9152850;3;2022-12-01;127;;;;
9152850;3;2023-01-01;392;;;;
9152850;3;2023-02-01;125,99;;;;
9152850;3;2023-03-01;160;;;;
9152850;3;2023-04-01;83;;;;
9152850;3;2023-05-01;170;;;;
9152850;3;2023-06-01;149;;;;
9152850;3;2023-07-01;187;;;;
9152850;3;2023-08-01;75;;;;
9152850;3;2023-09-01;147;;;;
9152850;3;2023-10-01;139;;;;
9152850;3;2023-11-01;202;;;;
9152850;3;2023-12-01;152;;;;
9152850;3;2024-01-01;142;;;;
9152850;3;2024-02-01;115;;;;
9152850;3;2024-03-01;174;;;;
9152850;3;2024-04-01;188;;;;
9152850;3;2024-05-01;152;;;;
9152850;3;2024-06-01;257;;;;
9152850;3;2024-07-01;149;;;;
9152850;3;2024-08-01;78;;;;
9152850;3;2024-09-01;168;;;;
9152850;3;2024-10-01;151;;;;
9152850;3;2024-11-01;271;;;;
9152850;3;2024-12-01;138;;;;
9152850;3;2025-01-01;268;;;;
9152850;3;2025-02-01;136;;;;
9152850;3;2025-03-01;174;;;;
8919238;3;2021-04-01;9;;;;
8919238;3;2021-05-01;206;;;;
8919238;3;2021-06-01;34;;;;
8919238;3;2021-07-01;7;;;;
8919238;3;2021-08-01;38;;;;
8919238;3;2021-09-01;25;;;;
8919238;3;2021-10-01;39;;;;
8919238;3;2021-11-01;27;;;;
8919238;3;2021-12-01;26;;;;
8919238;3;2022-01-01;6;;;;
8919238;3;2022-02-01;15;;;;
8919238;3;2022-03-01;14;;;;
8919238;3;2022-04-01;21;;;;
8919238;3;2022-05-01;9;;;;
8919238;3;2022-06-01;13;;;;
8919238;3;2022-07-01;12;;;;
8919238;3;2022-08-01;18;;;;
8919238;3;2022-09-01;6;;;;
8919238;3;2022-10-01;8;;;;
8919238;3;2022-11-01;9;;;;
8919238;3;2022-12-01;9;;;;
8919238;3;2023-01-01;132;;;;
8919238;3;2023-02-01;11;;;;
8919238;3;2023-03-01;52;;;;
8919238;3;2023-04-01;16;;;;
8919238;3;2023-05-01;22;;;;
8919238;3;2023-06-01;15;;;;
8919238;3;2023-07-01;3;;;;
8919238;3;2023-08-01;60;;;;
8919238;3;2023-09-01;88;;;;
8919238;3;2023-10-01;93;;;;
8919238;3;2023-11-01;21;;;;
8919238;3;2023-12-01;71;;;;
8919238;3;2024-01-01;134;;;;
8919238;3;2024-02-01;27;;;;
8919238;3;2024-03-01;26;;;;
8919238;3;2024-04-01;27;;;;
8919238;3;2024-05-01;41;;;;
8919238;3;2024-06-01;26;;;;
8919238;3;2024-07-01;10;;;;
8919238;3;2024-08-01;27;;;;
8919238;3;2024-09-01;9;;;;
8919238;3;2024-10-01;23;;;;
8919238;3;2024-11-01;71;;;;
8919238;3;2024-12-01;25;;;;
8919238;3;2025-01-01;5;;;;
8919238;3;2025-02-01;28;;;;
8919238;3;2025-03-01;27;;;;
8486686;3;2021-04-01;5;;;;
8486686;3;2021-05-01;33;;;;
8486686;3;2021-06-01;32;;;;
8486686;3;2021-07-01;45;;;;
8486686;3;2021-08-01;37;;;;
8486686;3;2021-09-01;11;;;;
8486686;3;2021-10-01;10;;;;
8486686;3;2021-11-01;13;;;;
8486686;3;2021-12-01;11;;;;
8486686;3;2022-01-01;15;;;;
8486686;3;2022-02-01;17;;;;
8486686;3;2022-03-01;24;;;;
8486686;3;2022-04-01;9;;;;
8486686;3;2022-05-01;4;;;;
8486686;3;2022-06-01;16;;;;
8486686;3;2022-07-01;25;;;;
8486686;3;2022-08-01;28;;;;
8486686;3;2022-09-01;9;;;;
8486686;3;2022-10-01;44;;;;
8486686;3;2022-11-01;32;;;;
8486686;3;2022-12-01;8;;;;
8486686;3;2023-01-01;6;;;;
8486686;3;2023-02-01;19;;;;
8486686;3;2023-03-01;13;;;;
8486686;3;2023-04-01;4;;;;
8486686;3;2023-05-01;13;;;;
8486686;3;2023-06-01;9;;;;
8486686;3;2023-07-01;21;;;;
8486686;3;2023-08-01;2;;;;
8486686;3;2023-09-01;14;;;;
8486686;3;2023-10-01;12;;;;
8486686;3;2023-11-01;12;;;;
8486686;3;2023-12-01;5;;;;
8486686;3;2024-01-01;18;;;;
8486686;3;2024-02-01;10;;;;
8486686;3;2024-03-01;10;;;;
8486686;3;2024-04-01;15;;;;
8486686;3;2024-05-01;11;;;;
8486686;3;2024-06-01;7;;;;
8486686;3;2024-07-01;11;;;;
8486686;3;2024-08-01;27;;;;
8486686;3;2024-09-01;10;;;;
8486686;3;2024-10-01;14;;;;
8486686;3;2024-11-01;14;;;;
8486686;3;2024-12-01;15;;;;
8486686;3;2025-01-01;3;;;;
8486686;3;2025-02-01;10;;;;
8486686;3;2025-03-01;36;;;;
8851200;3;2021-04-01;91;;;;
8851200;3;2021-05-01;212;;;;
8851200;3;2021-06-01;179;;;;
8851200;3;2021-07-01;180;;;;
8851200;3;2021-08-01;138;;;;
8851200;3;2021-09-01;154;;;;
8851200;3;2021-10-01;223;;;;
8851200;3;2021-11-01;141;;;;
8851200;3;2021-12-01;189;;;;
8851200;3;2022-01-01;135;;;;
8851200;3;2022-02-01;223;;;;
8851200;3;2022-03-01;196;;;;
8851200;3;2022-04-01;173;;;;
8851200;3;2022-05-01;150;;;;
8851200;3;2022-06-01;221;;;;
8851200;3;2022-07-01;244;;;;
8851200;3;2022-08-01;147;;;;
8851200;3;2022-09-01;81;;;;
8851200;3;2022-10-01;102;;;;
8851200;3;2022-11-01;167;;;;
8851200;3;2022-12-01;239;;;;
8851200;3;2023-01-01;152;;;;
8851200;3;2023-02-01;159;;;;
8851200;3;2023-03-01;212;;;;
8851200;3;2023-04-01;126;;;;
8851200;3;2023-05-01;163;;;;
8851200;3;2023-06-01;156,98;;;;
8851200;3;2023-07-01;166;;;;
8851200;3;2023-08-01;119;;;;
8851200;3;2023-09-01;139;;;;
8851200;3;2023-10-01;188;;;;
8851200;3;2023-11-01;139;;;;
8851200;3;2023-12-01;75;;;;
8851200;3;2024-01-01;186;;;;
8851200;3;2024-02-01;138;;;;
8851200;3;2024-03-01;134;;;;
8851200;3;2024-04-01;131;;;;
8851200;3;2024-05-01;147;;;;
8851200;3;2024-06-01;138;;;;
8851200;3;2024-07-01;164;;;;
8851200;3;2024-08-01;100;;;;
8851200;3;2024-09-01;105;;;;
8851200;3;2024-10-01;130,92;;;;
8851200;3;2024-11-01;152;;;;
8851200;3;2024-12-01;127;;;;
8851200;3;2025-01-01;165;;;;
8851200;3;2025-02-01;82;;;;
8851200;3;2025-03-01;180;;;;
10012367;3;2021-04-01;75;;;;
10012367;3;2021-05-01;119;;;;
10012367;3;2021-06-01;134;;;;
10012367;3;2021-07-01;145;;;;
10012367;3;2021-08-01;105;;;;
10012367;3;2021-09-01;123;;;;
10012367;3;2021-10-01;137;;;;
10012367;3;2021-11-01;106;;;;
10012367;3;2021-12-01;104;;;;
10012367;3;2022-01-01;89;;;;
10012367;3;2022-02-01;77;;;;
10012367;3;2022-03-01;92;;;;
10012367;3;2022-04-01;117;;;;
10012367;3;2022-05-01;103;;;;
10012367;3;2022-06-01;99;;;;
10012367;3;2022-07-01;109;;;;
10012367;3;2022-08-01;88;;;;
10012367;3;2022-09-01;109;;;;
10012367;3;2022-10-01;124;;;;
10012367;3;2022-11-01;104;;;;
10012367;3;2022-12-01;82;;;;
10012367;3;2023-01-01;101;;;;
10012367;3;2023-02-01;109;;;;
10012367;3;2023-03-01;151;;;;
10012367;3;2023-04-01;80;;;;
10012367;3;2023-05-01;75;;;;
10012367;3;2023-06-01;32;;;;
10012367;3;2023-07-01;21;;;;
10012367;3;2023-08-01;30;;;;
10012367;3;2023-09-01;42;;;;
10012367;3;2023-10-01;42;;;;
10012367;3;2023-11-01;60;;;;
10012367;3;2023-12-01;84;;;;
10012367;3;2024-01-01;38;;;;
10012367;3;2024-02-01;29;;;;
10012367;3;2024-03-01;90;;;;
10012367;3;2024-04-01;53;;;;
10012367;3;2024-05-01;83;;;;
10012367;3;2024-06-01;59;;;;
10012367;3;2024-07-01;74;;;;
10012367;3;2024-08-01;69;;;;
10012367;3;2024-09-01;66;;;;
10012367;3;2024-10-01;69;;;;
10012367;3;2024-11-01;106;;;;
10012367;3;2024-12-01;56;;;;
10012367;3;2025-01-01;87;;;;
10012367;3;2025-02-01;85;;;;
10012367;3;2025-03-01;108;;;;
7969953;3;2021-04-01;46;;;;
7969953;3;2021-05-01;95;;;;
7969953;3;2021-06-01;126;;;;
7969953;3;2021-07-01;64;;;;
7969953;3;2021-08-01;101;;;;
7969953;3;2021-09-01;75;;;;
7969953;3;2021-10-01;91;;;;
7969953;3;2021-11-01;90;;;;
7969953;3;2021-12-01;43;;;;
7969953;3;2022-01-01;74;;;;
7969953;3;2022-02-01;105;;;;
7969953;3;2022-03-01;94;;;;
7969953;3;2022-04-01;138;;;;
7969953;3;2022-05-01;166;;;;
7969953;3;2022-06-01;144;;;;
7969953;3;2022-07-01;86;;;;
7969953;3;2022-08-01;105;;;;
7969953;3;2022-09-01;90;;;;
7969953;3;2022-10-01;113;;;;
7969953;3;2022-11-01;108;;;;
7969953;3;2022-12-01;108;;;;
7969953;3;2023-01-01;41;;;;
7969953;3;2023-02-01;47;;;;
7969953;3;2023-03-01;106;;;;
7969953;3;2023-04-01;324;;;;
7969953;3;2023-05-01;164;;;;
7969953;3;2023-06-01;76;;;;
7969953;3;2023-07-01;38;;;;
7969953;3;2023-08-01;64;;;;
7969953;3;2023-09-01;141;;;;
7969953;3;2023-10-01;144;;;;
7969953;3;2023-11-01;151;;;;
7969953;3;2023-12-01;146;;;;
7969953;3;2024-01-01;84;;;;
7969953;3;2024-02-01;197;;;;
7969953;3;2024-03-01;102;;;;
7969953;3;2024-04-01;148;;;;
7969953;3;2024-05-01;289;;;;
7969953;3;2024-06-01;171;;;;
7969953;3;2024-07-01;181;;;;
7969953;3;2024-08-01;196;;;;
7969953;3;2024-09-01;167;;;;
7969953;3;2024-10-01;201;;;;
7969953;3;2024-11-01;103;;;;
7969953;3;2024-12-01;138;;;;
7969953;3;2025-01-01;138;;;;
7969953;3;2025-02-01;152;;;;
7969953;3;2025-03-01;142;;;;
8120556;3;2021-04-01;503;;;;
8120556;3;2021-05-01;1236;;;;
8120556;3;2021-06-01;1222;;;;
8120556;3;2021-07-01;1062;;;;
8120556;3;2021-08-01;1114;;;;
8120556;3;2021-09-01;1422;;;;
8120556;3;2021-10-01;1646,92;;;;
8120556;3;2021-11-01;1490,9;;;;
8120556;3;2021-12-01;1761,98;;;;
8120556;3;2022-01-01;1807,88;;;;
8120556;3;2022-02-01;1919,97;;;;
8120556;3;2022-03-01;1684;;;;
8120556;3;2022-04-01;1516,98;;;;
8120556;3;2022-05-01;576,99;;;;
8120556;3;2022-06-01;208;;;;
8120556;3;2022-07-01;817,99;;;;
8120556;3;2022-08-01;1349,98;;;;
8120556;3;2022-09-01;1041;;;;
8120556;3;2022-10-01;1898,94;;;;
8120556;3;2022-11-01;801,91;;;;
8120556;3;2022-12-01;1485;;;;
8120556;3;2023-01-01;1369;;;;
8120556;3;2023-02-01;1365,91;;;;
8120556;3;2023-03-01;1310;;;;
8120556;3;2023-04-01;1312,92;;;;
8120556;3;2023-05-01;2011,96;;;;
8120556;3;2023-06-01;1150,99;;;;
8120556;3;2023-07-01;1134;;;;
8120556;3;2023-08-01;1046;;;;
8120556;3;2023-09-01;1148,95;;;;
8120556;3;2023-10-01;1292,94;;;;
8120556;3;2023-11-01;1000,94;;;;
8120556;3;2023-12-01;1343,96;;;;
8120556;3;2024-01-01;923;;;;
8120556;3;2024-02-01;1211,94;;;;
8120556;3;2024-03-01;1505,95;;;;
8120556;3;2024-04-01;1161,92;;;;
8120556;3;2024-05-01;826;;;;
8120556;3;2024-06-01;927;;;;
8120556;3;2024-07-01;824,96;;;;
8120556;3;2024-08-01;816,99;;;;
8120556;3;2024-09-01;937,98;;;;
8120556;3;2024-10-01;1271;;;;
8120556;3;2024-11-01;1593;;;;
8120556;3;2024-12-01;780,98;;;;
8120556;3;2025-01-01;1078;;;;
8120556;3;2025-02-01;1022,98;;;;
8120556;3;2025-03-01;855,94;;;;
8059896;3;2021-04-01;35;;;;
8059896;3;2021-05-01;67;;;;
8059896;3;2021-06-01;37;;;;
8059896;3;2021-07-01;33;;;;
8059896;3;2021-08-01;41;;;;
8059896;3;2021-09-01;45;;;;
8059896;3;2021-10-01;56;;;;
8059896;3;2021-11-01;61;;;;
8059896;3;2021-12-01;50;;;;
8059896;3;2022-01-01;61;;;;
8059896;3;2022-02-01;38;;;;
8059896;3;2022-03-01;43;;;;
8059896;3;2022-04-01;33;;;;
8059896;3;2022-05-01;35;;;;
8059896;3;2022-06-01;49;;;;
8059896;3;2022-07-01;40;;;;
8059896;3;2022-08-01;30;;;;
8059896;3;2022-09-01;44;;;;
8059896;3;2022-10-01;63;;;;
8059896;3;2022-11-01;30;;;;
8059896;3;2022-12-01;53;;;;
8059896;3;2023-01-01;48;;;;
8059896;3;2023-02-01;37;;;;
8059896;3;2023-03-01;62;;;;
8059896;3;2023-04-01;50;;;;
8059896;3;2023-05-01;35;;;;
8059896;3;2023-06-01;38;;;;
8059896;3;2023-07-01;46;;;;
8059896;3;2023-08-01;13;;;;
8059896;3;2023-09-01;44;;;;
8059896;3;2023-10-01;29;;;;
8059896;3;2023-11-01;29;;;;
8059896;3;2023-12-01;49;;;;
8059896;3;2024-01-01;41;;;;
8059896;3;2024-02-01;32;;;;
8059896;3;2024-03-01;26;;;;
8059896;3;2024-04-01;41;;;;
8059896;3;2024-05-01;42;;;;
8059896;3;2024-06-01;29;;;;
8059896;3;2024-07-01;24;;;;
8059896;3;2024-08-01;17;;;;
8059896;3;2024-09-01;27;;;;
8059896;3;2024-10-01;32;;;;
8059896;3;2024-11-01;23;;;;
8059896;3;2024-12-01;27;;;;
8059896;3;2025-01-01;26;;;;
8059896;3;2025-02-01;36;;;;
8059896;3;2025-03-01;33;;;;
8636975;3;2021-04-01;60;;;;
8636975;3;2021-05-01;254;;;;
8636975;3;2021-06-01;226;;;;
8636975;3;2021-07-01;288;;;;
8636975;3;2021-08-01;360;;;;
8636975;3;2021-09-01;252;;;;
8636975;3;2021-10-01;433;;;;
8636975;3;2021-11-01;339;;;;
8636975;3;2021-12-01;408;;;;
8636975;3;2022-01-01;242;;;;
8636975;3;2022-02-01;255;;;;
8636975;3;2022-03-01;197;;;;
8636975;3;2022-04-01;226;;;;
8636975;3;2022-05-01;278;;;;
8636975;3;2022-06-01;457;;;;
8636975;3;2022-07-01;394;;;;
8636975;3;2022-08-01;336;;;;
8636975;3;2022-09-01;401;;;;
8636975;3;2022-10-01;407;;;;
8636975;3;2022-11-01;461;;;;
8636975;3;2022-12-01;303;;;;
8636975;3;2023-01-01;320;;;;
8636975;3;2023-02-01;283;;;;
8636975;3;2023-03-01;336;;;;
8636975;3;2023-04-01;583;;;;
8636975;3;2023-05-01;263;;;;
8636975;3;2023-06-01;501;;;;
8636975;3;2023-07-01;667;;;;
8636975;3;2023-08-01;518;;;;
8636975;3;2023-09-01;340;;;;
8636975;3;2023-10-01;280;;;;
8636975;3;2023-11-01;341;;;;
8636975;3;2023-12-01;346;;;;
8636975;3;2024-01-01;400;;;;
8636975;3;2024-02-01;350;;;;
8636975;3;2024-03-01;369;;;;
8636975;3;2024-04-01;448;;;;
8636975;3;2024-05-01;370;;;;
8636975;3;2024-06-01;585;;;;
8636975;3;2024-07-01;550;;;;
8636975;3;2024-08-01;83;;;;
8636975;3;2024-09-01;461;;;;
8636975;3;2024-10-01;423;;;;
8636975;3;2024-11-01;303;;;;
8636975;3;2024-12-01;370;;;;
8636975;3;2025-01-01;359;;;;
8636975;3;2025-02-01;311;;;;
8636975;3;2025-03-01;340;;;;
8036065;3;2021-04-01;15;;;;
8036065;3;2021-05-01;66;;;;
8036065;3;2021-06-01;52;;;;
8036065;3;2021-07-01;64;;;;
8036065;3;2021-08-01;62;;;;
8036065;3;2021-09-01;89;;;;
8036065;3;2021-10-01;32;;;;
8036065;3;2021-11-01;58;;;;
8036065;3;2021-12-01;83;;;;
